year,state_abbv,district_id,dem,winning_party,dem_last_name,rep_last_name,dem_margin,dem_margin_lean,lag_dem_margin_lean,year_pvi_coef,pvi
1980,AK,AK.3,0.4611,R,GRUENING,MURKOWSKI,-0.07779999999999998,-0.24284882461155355,-0.26054698355485884,0.6,-0.24992808818887566
1980,AL,AL.3,0.4841,R,FOLSOM,DENTON,-0.03180000000000005,0.08965117538844643,0.11055301644514118,0.6,0.09801191181112434
1980,AR,AR.3,0.5911,D,BUMPERS,CLARK,0.18219999999999992,0.09675117538844642,0.27825301644514117,0.6,0.16935191181112433
1980,AZ,AZ.3,0.4945,R,SCHULZ,GOLDWATER,-0.01100000000000001,-0.2610488246115536,-0.19504698355485883,0.6,-0.2346480881888757
1980,CA,CA.3,0.6034,D,CRANSTON,GANN,0.2068000000000001,-0.08614882461155357,-0.041146983554858824,0.6,-0.06814808818887567
1980,CO,CO.3,0.5083,D,HART,BUCHANAN,0.016599999999999948,-0.1754488246115536,-0.14094698355485882,0.6,-0.1616480881888757
1980,CT,CT.3,0.5676,D,DODD,BUCKLEY,0.1352,-0.007948824611553579,-0.07494698355485882,0.6,-0.034748088188875675
1980,FL,FL.3,0.4834,R,GUNTER,HAWKINS,-0.03320000000000001,-0.07784882461155357,0.030853016445141178,0.6,-0.03436808818887567
1980,GA,GA.3,0.4913,R,TALMADGE,MATTINGLY,-0.01739999999999997,0.25635117538844643,0.31605301644514117,0.6,0.28023191181112433
1980,HI,HI.3,0.8088,D,INOUYE,BROWN,0.6175999999999999,0.12485117538844642,0.0029530164451411767,0.6,0.07609191181112432
1980,IA,IA.3,0.4599,R,CULVER,GRASSLEY,-0.08020000000000005,-0.03814882461155358,-0.03304698355485883,0.6,-0.03610808818887568
1980,ID,ID.3,0.4951,R,CHURCH,SYMMS,-0.009800000000000031,-0.34714882461155355,-0.25744698355485884,0.6,-0.31126808818887564
1980,IL,IL.3,0.5686,D,DIXON,O'NEAL,0.1372,0.016351175388446423,-0.042846983554858824,0.6,-0.007328088188875677
1980,IN,IN.3,0.4621,R,BAYH,QUAYLE,-0.07579999999999998,-0.09274882461155357,-0.09974698355485882,0.6,-0.09554808818887567
1980,KS,KS.3,0.3624,R,SIMPSON,DOLE,-0.2752,-0.1663488246115536,-0.10024698355485882,0.6,-0.13990808818887568
1980,KY,KY.3,0.6513,D,FORD,FOUST,0.3026,0.08885117538844642,0.050353016445141174,0.6,0.07345191181112432
1980,MD,MD.3,0.3383,R,CONROY,MATHIAS,-0.3234,0.1355511753884464,0.03795301644514117,0.6,0.09651191181112431
1980,MO,MO.3,0.5217,D,EAGLETON,MCNARY,0.043400000000000105,0.03185117538844642,0.014053016445141175,0.6,0.024731911811124323
1980,NC,NC.3,0.4971,R,MORGAN,EAST,-0.005800000000000027,0.08115117538844643,0.08835301644514118,0.6,0.08403191181112432
1980,ND,ND.3,0.2918,R,JOHANNESON,ANDREWS,-0.4164,-0.31644882461155355,-0.08354698355485882,0.6,-0.22328808818887566
1980,NH,NH.3,0.4785,R,DURKIN,RUDMAN,-0.04300000000000004,-0.23824882461155356,-0.13754698355485884,0.6,-0.19796808818887568
1980,NV,NV.3,0.3898,R,GOJACK,LAXALT,-0.22040000000000004,-0.2953488246115536,-0.06814698355485882,0.6,-0.20446808818887569
1980,NY,NY.3,0.4924,R,HOLTZMAN,D'AMATO,-0.015199999999999991,0.12005117538844642,0.04615301644514118,0.6,0.09049191181112433
1980,OH,OH.3,0.7089,D,GLENN,BETTS,0.41779999999999995,-0.011548824611553571,-0.020446983554858824,0.6,-0.015108088188875674
1980,OK,OK.3,0.4489,R,COATS,NICKLES,-0.10219999999999996,-0.1642488246115536,-0.03504698355485882,0.6,-0.11256808818887568
1980,OR,OR.3,0.4579,R,KULONGOSKI,PACKWOOD,-0.08420000000000005,-0.007948824611553579,-0.024446983554858824,0.6,-0.014548088188875676
1980,PA,PA.3,0.4876,R,FLAHERTY,SPECTER,-0.024800000000000044,0.02595117538844642,0.004353016445141175,0.6,0.017311911811124323
1980,SC,SC.3,0.7037,D,HOLLINGS,MAYS,0.4074,0.09045117538844642,0.10855301644514118,0.6,0.09769191181112433
1980,SD,SD.3,0.4037,R,MCGOVERN,ABDNOR,-0.1926,-0.20954882461155355,-0.03764698355485882,0.6,-0.14078808818887564
1980,UT,UT.3,0.2571,R,BERMAN,GARN,-0.4858,-0.4561488246115536,-0.3223469835548588,0.6,-0.4026280881888757
1980,VT,VT.3,0.5067,D,LEAHY,LEDBETTER,0.013400000000000079,0.03135117538844642,-0.14954698355485882,0.6,-0.04100808818887568
1980,WA,WA.3,0.4583,R,MAGNUSON,GORTON,-0.08340000000000003,-0.03874882461155357,-0.06314698355485882,0.6,-0.04850808818887567
1980,WI,WI.3,0.4906,R,NELSON,KASTEN,-0.01880000000000004,0.05135117538844643,-0.005546983554858824,0.6,0.028591911811124325
1984,AK,AK.2,0.2858,R,HAVELOCK,STEVENS,-0.4284,-0.19863297615950604,-0.24284882461155355,0.6,-0.21631931554032505
1984,AL,AL.2,0.6332,D,HEFLIN,SMITH JR,0.26639999999999997,-0.04283297615950604,0.08965117538844643,0.6,0.010160684459674944
1984,AR,AR.2,0.5735,D,PRYOR,BETHUNE,0.14700000000000002,-0.042132976159506036,0.09675117538844642,0.6,0.01342068445967495
1984,CO,CO.2,0.3502,R,DICK,ARMSTRONG,-0.2996,-0.10483297615950604,-0.1754488246115536,0.6,-0.13307931554032504
1984,DE,DE.2,0.6011,D,BIDEN,BURRIS,0.20219999999999994,-0.01663297615950604,0.07785117538844642,0.6,0.021160684459674946
1984,GA,GA.2,0.7994,D,NUNN,HICKS,0.5988,-0.02153297615950603,0.25635117538844643,0.6,0.08962068445967496
1984,IA,IA.2,0.5595,D,HARKIN,JEPSEN,0.119,0.10796702384049396,-0.03814882461155358,0.6,0.04952068445967493
1984,ID,ID.2,0.2648,R,BUSCH,MCCLURE,-0.47040000000000004,-0.28303297615950607,-0.34714882461155355,0.6,-0.30867931554032507
1984,IL,IL.2,0.5095,D,SIMON,PERCY,0.018999999999999906,0.052967023840493954,0.016351175388446423,0.6,0.038320684459674945
1984,KS,KS.2,0.2184,R,MAHER,KASSEBAUM,-0.5631999999999999,-0.15813297615950606,-0.1663488246115536,0.6,-0.16141931554032507
1984,KY,KY.2,0.4979,R,HUDDLESTON,MCCONNELL,-0.0041999999999999815,-0.024832976159506054,0.08885117538844642,0.6,0.020640684459674936
1984,MA,MA.2,0.5506,D,KERRY,SHAMIE,0.10119999999999996,0.15446702384049396,0.10135117538844643,0.6,0.13322068445967494
1984,ME,ME.2,0.2607,R,MITCHELL,COHEN,-0.4786,-0.038932976159506055,0.06495117538844643,0.6,0.002620684459674942
1984,MI,MI.2,0.5233,D,LEVIN,LOUSMA,0.046599999999999975,-0.008432976159506028,0.03225117538844642,0.6,0.007840684459674951
1984,MN,MN.2,0.4155,R,GROWE,BOSCHWITZ,-0.16900000000000004,0.18426702384049395,0.14745117538844643,0.6,0.16954068445967496
1984,MS,MS.2,0.3906,R,WINTER,COCHRAN,-0.2188,-0.06383297615950603,0.08955117538844642,0.6,-0.0024793155403250444
1984,MT,MT.2,0.583,D,BAUCUS,COZZENS,0.16599999999999993,-0.04353297615950605,-0.17014882461155356,0.6,-0.09417931554032505
1984,NC,NC.2,0.4806,R,HUNT JR,HELMS,-0.038799999999999946,-0.05813297615950605,0.08115117538844643,0.6,-0.002419315540325054
1984,NE,NE.2,0.5196,D,EXON,HOCH,0.0391999999999999,-0.23763297615950602,-0.32844882461155356,0.6,-0.27395931554032504
1984,NH,NH.2,0.4108,R,D'AMOURS,HUMPHREY,-0.1784,-0.19623297615950602,-0.23824882461155356,0.6,-0.21303931554032501
1984,NJ,NJ.2,0.6478,D,BRADLEY,MOCHARY,0.2956000000000001,-0.027932976159506046,-0.04504882461155357,0.6,-0.034779315540325054
1984,NM,NM.2,0.281,R,PRATT,DOMENICI,-0.43799999999999994,-0.02453297615950603,-0.09504882461155356,0.6,-0.052739315540325044
1984,OK,OK.2,0.7635,D,BOREN,CROZIER,0.5269999999999999,-0.19973297615950603,-0.1642488246115536,0.6,-0.18553931554032504
1984,OR,OR.2,0.3345,R,HENDRIKSEN,HATFIELD,-0.33099999999999996,0.06036702384049396,-0.007948824611553579,0.6,0.033040684459674945
1984,RI,RI.2,0.7266,D,PELL,LEONARD,0.45320000000000005,0.14586702384049396,0.22645117538844645,0.6,0.17810068445967497
1984,SC,SC.2,0.3225,R,PURVIS,THURMOND,-0.355,-0.09993297615950603,0.09045117538844642,0.6,-0.023779315540325044
1984,SD,SD.2,0.2551,R,CUNNINGHAM,PRESSLER,-0.4898,-0.08353297615950606,-0.20954882461155355,0.6,-0.13393931554032507
1984,TN,TN.2,0.6424,D,GORE,ASHE,0.28479999999999994,0.018867023840493963,0.10015117538844642,0.6,0.05138068445967495
1984,TX,TX.2,0.4145,R,DOGGETT,GRAMM,-0.17100000000000004,-0.09323297615950604,-0.040148824611553585,0.6,-0.07199931554032506
1984,VA,VA.2,0.2995,R,HARRISON,WARNER,-0.401,-0.07103297615950604,-0.03314882461155358,0.6,-0.05587931554032506
1984,WV,WV.2,0.5206,D,ROCKEFELLER IV,RAESE,0.0411999999999999,0.07706702384049396,0.15055117538844642,0.6,0.10646068445967494
1984,WY,WY.2,0.2168,R,RYAN,SIMPSON,-0.5664,-0.24553297615950603,-0.27954882461155356,0.6,-0.25913931554032504
1988,AZ,AZ.1,0.5801,D,DECONCINI,DEGREEN,0.1601999999999999,-0.13825089422265344,-0.15983297615950603,0.6,-0.1468837269973945
1988,CA,CA.1,0.4546,R,MCCARTHY,WILSON,-0.09079999999999999,0.04054910577734657,0.01796702384049395,0.6,0.031516273002605524
1988,CT,CT.1,0.5037,D,LIEBERMAN,WEICKER,0.007400000000000073,0.02504910577734657,-0.03753297615950604,0.6,1.6273002605524112e-5
1988,DE,DE.1,0.3794,R,WOO,ROTH,-0.24119999999999997,-0.04815089422265342,-0.01663297615950604,0.6,-0.03554372699739447
1988,FL,FL.1,0.4958,R,MACKAY,MACK,-0.008399999999999963,-0.14835089422265343,-0.12413297615950603,0.6,-0.1386637269973945
1988,HI,HI.1,0.7873,D,MATSUNAGA,HUSTACE,0.5746,0.1727491057773466,0.06836702384049397,0.6,0.13099627300260552
1988,IN,IN.1,0.3186,R,WICKES,LUGAR,-0.3628,-0.12585089422265344,-0.059032976159506034,0.6,-0.09912372699739448
1988,MA,MA.1,0.6569,D,KENNEDY,MALONE,0.3138000000000001,0.15634910577734656,0.15446702384049396,0.6,0.15559627300260553
1988,MD,MD.1,0.618,D,SARBANES,KEYES,0.236,0.04734910577734657,0.12726702384049396,0.6,0.07931627300260552
1988,ME,ME.1,0.8129,D,MITCHELL,WYMAN,0.6257999999999999,-0.03875089422265343,-0.038932976159506055,0.6,-0.03882372699739448
1988,MI,MI.1,0.6109,D,RIEGLE,DUNN,0.2218,-0.002950894222653433,-0.008432976159506028,0.6,-0.005143726997394471
1988,MN,MN.1,0.4214,R,HUMPHREY,DURENBERGER,-0.1572,0.14764910577734658,0.18426702384049395,0.6,0.16229627300260552
1988,MO,MO.1,0.3193,R,NIXON,DANFORTH,-0.36140000000000005,0.03674910577734657,-0.018032976159506053,0.6,0.01483627300260552
1988,MS,MS.1,0.4609,R,DOWDY,LOTT,-0.07820000000000005,-0.13375089422265343,-0.06383297615950603,0.6,-0.10578372699739447
1988,MT,MT.1,0.4813,R,MELCHER,BURNS,-0.03739999999999999,0.016849105777346572,-0.04353297615950605,0.6,-0.007303726997394476
1988,ND,ND.1,0.6035,D,BURDICK,STRINDEN,0.20700000000000007,-0.05525089422265342,-0.13223297615950602,0.6,-0.08604372699739446
1988,NE,NE.1,0.5765,D,KERREY,KARNES,0.15300000000000002,-0.13445089422265344,-0.23763297615950602,0.6,-0.17572372699739447
1988,NJ,NJ.1,0.5424,D,LAUTENBERG,DAWKINS,0.08479999999999999,-0.06135089422265344,-0.027932976159506046,0.6,-0.047983726997394484
1988,NM,NM.1,0.6331,D,BINGAMAN,VALENTINE,0.2662,0.02644910577734657,-0.02453297615950603,0.6,0.006056273002605528
1988,NV,NV.1,0.5211,D,BRYAN,HECHT,0.042200000000000015,-0.13975089422265344,-0.16383297615950604,0.6,-0.1493837269973945
1988,NY,NY.1,0.6834,D,MOYNIHAN,MCMILLAN,0.3668,0.1450491057773466,0.12366702384049397,0.6,0.13649627300260553
1988,OH,OH.1,0.5698,D,METZENBAUM,VOINOVICH,0.13959999999999995,-0.03285089422265343,-0.006932976159506055,0.6,-0.02248372699739448
1988,PA,PA.1,0.3281,R,VIGNOLA,HEINZ,-0.3438,0.05324910577734657,0.10846702384049396,0.6,0.07533627300260552
1988,RI,RI.1,0.4541,R,LICHT,CHAFEE,-0.09179999999999999,0.19424910577734655,0.14586702384049396,0.6,0.17489627300260552
1988,TN,TN.1,0.6534,D,SASSER,ANDERSEN,0.30679999999999996,-0.08775089422265342,0.018867023840493963,0.6,-0.04510372699739446
1988,TX,TX.1,0.5967,D,BENTSEN,BOULTER,0.19340000000000002,-0.05025089422265344,-0.09323297615950604,0.6,-0.06744372699739448
1988,UT,UT.1,0.321,R,MOSS,HATCH,-0.358,-0.2711508942226534,-0.319932976159506,0.6,-0.29066372699739446
1988,VA,VA.1,0.7129,D,ROBB,DAWKINS,0.42579999999999996,-0.13055089422265342,-0.07103297615950604,0.6,-0.10674372699739447
1988,VT,VT.1,0.3045,R,GRAY,JEFFORDS,-0.391,0.04104910577734657,0.009167023840493949,0.6,0.02829627300260552
1988,WA,WA.1,0.4891,R,LOWRY,GORTON,-0.02180000000000004,0.09284910577734656,0.045567023840493964,0.6,0.07393627300260552
1988,WI,WI.1,0.5227,D,KOHL,ENGELEITER,0.04540000000000011,0.11314910577734658,0.09006702384049396,0.6,0.10391627300260553
1988,WV,WV.1,0.6477,D,BYRD,WOLFE,0.2954000000000001,0.12414910577734657,0.07706702384049396,0.6,0.10531627300260553
1988,WY,WY.1,0.4963,R,VINICH,WALLOP,-0.007399999999999962,-0.15185089422265344,-0.24553297615950603,0.6,-0.18932372699739447
1992,AK,AK.3,0.42,R,SMITH,MURKOWSKI,-0.16000000000000003,-0.20391391676307374,-0.16665089422265342,0.6,-0.1890087077469056
1992,AL,AL.3,0.6621,D,SHELBY,SELLERS,0.32420000000000004,-0.14881391676307373,-0.11825089422265342,0.6,-0.1365887077469056
1992,AR,AR.3,0.6018,D,BUMPERS,HUCKABEE,0.2036,0.12738608323692627,-0.06715089422265344,0.6,0.04957129225309438
1992,AZ,AZ.3,0.3613,R,SARGENT,MCCAIN,-0.2774,-0.09841391676307373,-0.13825089422265344,0.6,-0.11434870774690561
1992,CA,CA.1,0.5885,D,FEINSTEIN,SEYMOUR,0.17700000000000005,0.09788608323692627,0.04054910577734657,0.6,0.07495129225309438
1992,CA,CA.3,0.527,D,BOXER,HERSCHENSOHN,0.05400000000000005,0.09788608323692627,0.04054910577734657,0.6,0.07495129225309438
1992,CO,CO.3,0.548,D,CAMPBELL,CONSIDINE,0.09600000000000009,-0.016413916763073737,-0.0024508942226534325,0.6,-0.010828707746905615
1992,CT,CT.3,0.6067,D,DODD,JOHNSON,0.21340000000000003,0.010086083236926266,0.02504910577734657,0.6,0.01607129225309439
1992,FL,FL.3,0.6541,D,GRAHAM,GRANT,0.30820000000000003,-0.09631391676307374,-0.14835089422265343,0.6,-0.11712870774690562
1992,GA,GA.3,0.4935,R,FOWLER,COVERDELL,-0.013000000000000012,-0.06561391676307374,-0.12745089422265343,0.6,-0.09034870774690562
1992,HI,HI.3,0.6802,D,INOUYE,REED,0.36040000000000005,0.061986083236926254,0.1727491057773466,0.6,0.10629129225309439
1992,IA,IA.3,0.281,R,LLOYD JONES,GRASSLEY,-0.43799999999999994,0.0022860832369262646,0.17964910577734655,0.6,0.07323129225309438
1992,ID,ID.3,0.4348,R,STALLINGS,KEMPTHORNE,-0.13039999999999996,-0.2656139167630738,-0.1891508942226534,0.6,-0.23502870774690562
1992,IL,IL.3,0.553,D,MOSELEY BRAUN,WILLIAMSON,0.1060000000000001,0.09938608323692627,0.055649105777346566,0.6,0.08189129225309438
1992,IN,IN.3,0.4152,R,HOGSETT,COATS,-0.16959999999999997,-0.14911391676307373,-0.12585089422265344,0.6,-0.13980870774690562
1992,KS,KS.3,0.3311,R,O'DELL,DOLE,-0.3378,-0.14321391676307374,-0.057950894222653426,0.6,-0.10910870774690562
1992,KY,KY.3,0.6371,D,FORD,WILLIAMS,0.2742,-0.035013916763073735,-0.040450894222653425,0.6,-0.03718870774690561
1992,MD,MD.3,0.7102,D,MIKULSKI,KEYES,0.4204000000000001,0.09358608323692627,0.04734910577734657,0.6,0.07509129225309438
1992,MO,MO.3,0.464,R,ROTHMAN SEROT,BOND,-0.07199999999999995,0.057686083236926256,0.03674910577734657,0.6,0.04931129225309438
1992,NC,NC.3,0.4792,R,SANFORD,FAIRCLOTH,-0.04159999999999997,-0.08161391676307374,-0.08655089422265344,0.6,-0.08358870774690562
1992,ND,ND.1,0.6516,D,CONRAD,DALRYMPLE,0.3031999999999999,-0.22991391676307374,-0.05525089422265342,0.6,-0.1600487077469056
1992,ND,ND.3,0.6028,D,DORGAN,SYDNESS,0.2056,-0.22991391676307374,-0.05525089422265342,0.6,-0.1600487077469056
1992,NH,NH.3,0.4849,R,RAUH,GREGG,-0.030200000000000005,-0.05651391676307374,-0.18805089422265342,0.6,-0.10912870774690561
1992,NV,NV.3,0.5594,D,REID,DAHL,0.11880000000000002,-0.03591391676307374,-0.13975089422265344,0.6,-0.07744870774690563
1992,NY,NY.3,0.4935,R,ABRAMS,D'AMATO,-0.013000000000000012,0.16978608323692626,0.1450491057773466,0.6,0.1598912922530944
1992,OH,OH.3,0.5465,D,GLENN,DEWINE,0.09299999999999997,-0.049013916763073734,-0.03285089422265343,0.6,-0.04254870774690561
1992,OK,OK.3,0.3948,R,LEWIS,NICKLES,-0.21040000000000003,-0.18481391676307374,-0.09115089422265343,0.6,-0.14734870774690562
1992,OR,OR.3,0.4714,R,AUCOIN,PACKWOOD,-0.05720000000000003,0.060286083236926274,0.12434910577734656,0.6,0.08591129225309439
1992,PA,PA.3,0.4855,R,YEAKEL,SPECTER,-0.029000000000000026,0.038586083236926264,0.05324910577734657,0.6,0.04445129225309438
1992,SC,SC.3,0.5161,D,HOLLINGS,HARTNETT,0.032200000000000006,-0.11951391676307374,-0.16475089422265343,0.6,-0.13760870774690562
1992,SD,SD.3,0.6663,D,DASCHLE,HAAR,0.3326,-0.11761391676307373,0.012849105777346576,0.6,-0.0654287077469056
1992,UT,UT.3,0.4176,R,OWENS,BENNETT,-0.16479999999999995,-0.34751391676307375,-0.2711508942226534,0.6,-0.3169687077469056
1992,VT,VT.3,0.5555,D,LEAHY,DOUGLAS,0.11099999999999999,0.13268608323692627,0.04104910577734657,0.6,0.0960312922530944
1992,WA,WA.3,0.5399,D,MURRAY,CHANDLER,0.0798000000000001,0.07938608323692625,0.09284910577734656,0.6,0.08477129225309438
1992,WI,WI.3,0.5333,D,FEINGOLD,KASTEN,0.06659999999999999,-0.01651391676307374,0.11314910577734658,0.6,0.035351292253094385
1996,AK,AK.2,0.1188,R,OBERMEYER,STEVENS,-0.7624,-0.30468048051700414,-0.20391391676307374,0.6,-0.264373855015432
1996,AL,AL.2,0.4643,R,BEDFORD,SESSIONS,-0.07140000000000002,-0.17078048051700412,-0.14881391676307373,0.6,-0.16199385501543195
1996,AR,AR.2,0.473,R,BRYANT,HUTCHINSON,-0.05400000000000005,0.09101951948299586,0.12738608323692627,0.6,0.10556614498456801
1996,CO,CO.2,0.4708,R,STRICKLAND,ALLARD,-0.05840000000000001,-0.11128048051700414,-0.016413916763073737,0.6,-0.07333385501543198
1996,DE,DE.2,0.6116,D,BIDEN,CLATWORTHY,0.22320000000000007,0.07641951948299586,0.03158608323692626,0.6,0.058486144984568014
1996,GA,GA.2,0.5069,D,CLELAND,MILLNER,0.013800000000000034,-0.10868048051700413,-0.06561391676307374,0.6,-0.09145385501543198
1996,IA,IA.2,0.5259,D,HARKIN,LIGHTFOOT,0.05180000000000007,0.018619519482995867,0.0022860832369262646,0.6,0.012086144984568026
1996,ID,ID.2,0.4117,R,MINNICK,CRAIG,-0.17659999999999998,-0.3120804805170041,-0.2656139167630738,0.6,-0.29349385501543196
1996,IL,IL.2,0.5797,D,DURBIN,SALVI,0.1594,0.09601951948299586,0.09938608323692627,0.6,0.09736614498456803
1996,KS,KS.2,0.357,R,THOMPSON,ROBERTS,-0.28600000000000003,-0.29748048051700415,-0.14321391676307374,0.6,-0.235773855015432
1996,KS,KS.3,0.4456,R,DOCKING,BROWNBACK,-0.10880000000000001,-0.29748048051700415,-0.14321391676307374,0.6,-0.235773855015432
1996,KY,KY.2,0.4359,R,BESHEAR,MCCONNELL,-0.12819999999999998,-0.08548048051700413,-0.035013916763073735,0.6,-0.06529385501543197
1996,LA,LA.2,0.5017,D,LANDRIEU,JENKINS,0.0034000000000000696,0.03511951948299588,-0.019113916763073738,0.6,0.013426144984568032
1996,MA,MA.2,0.5386,D,KERRY,WELD,0.07719999999999994,0.2767195194829959,0.16938608323692625,0.6,0.233786144984568
1996,ME,ME.2,0.4715,R,BRENNAN,COLLINS,-0.05700000000000005,0.15711951948299585,0.04868608323692626,0.6,0.113746144984568
1996,MI,MI.2,0.5941,D,LEVIN,ROMNEY,0.18819999999999992,0.05041951948299586,0.019886083236926255,0.6,0.038206144984568015
1996,MN,MN.2,0.5493,D,WELLSTONE,BOSCHWITZ,0.09860000000000002,0.09151951948299586,0.08198608323692627,0.6,0.08770614498456802
1996,MS,MS.2,0.2783,R,HUNT,COCHRAN,-0.4434,-0.15098048051700413,-0.17101391676307373,0.6,-0.15899385501543198
1996,MT,MT.2,0.5258,D,BAUCUS,REHBERG,0.05160000000000009,-0.12978048051700414,-0.037913916763073735,0.6,-0.09303385501543197
1996,NC,NC.2,0.4659,R,GANTT,HELMS,-0.06820000000000004,-0.14668048051700414,-0.08161391676307374,0.6,-0.12065385501543197
1996,NE,NE.2,0.4259,R,NELSON,HAGEL,-0.1482,-0.30718048051700414,-0.29861391676307375,0.6,-0.303753855015432
1996,NH,NH.2,0.4841,R,SWETT,SMITH,-0.03180000000000005,0.016119519482995864,-0.05651391676307374,0.6,-0.012933855015431978
1996,NJ,NJ.2,0.5531,D,TORRICELLI,ZIMMER,0.10620000000000007,0.10321951948299588,-0.044013916763073736,0.6,0.04432614498456803
1996,NM,NM.2,0.3151,R,TRUJILLO,DOMENICI,-0.3698,-0.015580480517004128,0.030386083236926265,0.6,0.0028061449845680295
1996,OK,OK.2,0.4142,R,BOREN,INHOFE,-0.17159999999999997,-0.18408048051700412,-0.18481391676307374,0.6,-0.18437385501543196
1996,OR,OR.2,0.4797,R,BRUGGERE,SMITH,-0.04059999999999997,-0.0021804805170041325,0.060286083236926274,0.6,0.02280614498456803
1996,RI,RI.2,0.6443,D,REED,MAYER,0.28859999999999997,0.28401951948299586,0.16448608323692626,0.6,0.23620614498456804
1996,SC,SC.2,0.4518,R,CLOSE,THURMOND,-0.09640000000000004,-0.15828048051700414,-0.11951391676307374,0.6,-0.14277385501543197
1996,SD,SD.2,0.5132,D,JOHNSON,PRESSLER,0.02639999999999998,-0.13478048051700414,-0.11761391676307373,0.6,-0.12791385501543198
1996,TN,TN.2,0.375,R,GORDON,THOMPSON,-0.25,-0.07038048051700413,-0.02041391676307374,0.6,-0.050393855015431976
1996,TX,TX.2,0.4451,R,MORALES,GRAMM,-0.10980000000000001,-0.14928048051700413,-0.11721391676307374,0.6,-0.13645385501543197
1996,VA,VA.2,0.4745,R,WARNER,WARNER,-0.051000000000000045,-0.11728048051700413,-0.12351391676307374,0.6,-0.11977385501543197
1996,WV,WV.2,0.7665,D,ROCKEFELLER IV,BURKS,0.5329999999999999,0.07101951948299587,0.08298608323692627,0.6,0.07580614498456803
1996,WY,WY.2,0.4385,R,KARPAN,ENZI,-0.123,-0.24588048051700412,-0.14821391676307374,0.6,-0.20681385501543195
2000,CA,CA.1,0.6042,D,FEINSTEIN,CAMPBELL,0.20839999999999992,0.11896654163051941,0.04821951948299588,0.6,0.09066773277151
2000,CT,CT.1,0.6491,D,LIEBERMAN,GIORDANO,0.2982,0.1799665416305194,0.11121951948299588,0.6,0.15246773277151
2000,DE,DE.1,0.5596,D,CARPER,ROTH,0.11919999999999997,0.1296665416305194,0.07641951948299586,0.6,0.10836773277150999
2000,FL,FL.1,0.5249,D,NELSON,MCCOLLUM,0.049800000000000066,-0.005233458369480593,-0.032980480517004127,0.6,-0.016332267228490006
2000,GA,GA.3,0.6056,D,MILLER,MATTINGLY,0.21120000000000005,-0.1248334583694806,-0.10868048051700413,0.6,-0.11837226722849001
2000,HI,HI.1,0.7479,D,AKAKA,CARROLL,0.4958,0.19136654163051942,0.18941951948299585,0.6,0.19058773277150998
